Source;Agence;Réseau;Adresse;Adresse2;CP;VILLE;E-mail;TEL;FAX;WEB;;;;
NDV;Avaricum Voyages;(Tourcom);76, rue Mirebeau;;18000;BOURGES;avaricum.voyages@wanadoo.fr;02 48 24 65 74;02 48 70 23 96;;;;;
NDV;Tourisme Verney Distribution;;76, rue Plantagenêt;;49000;ANGERS;tvdangers@tourismeverney.com;02 41 87 30 30;02 41 87 32 31;;;;;
NDV;ALIAN TOUR;;76/78, av. des Champs-Elysées;;75008;PARIS;groupe@aliantour.fr;01 53 53 44 33;01 53 53 44 39;www.aliantour.it;;;;
NDV;MANDARIN VOYAGES;;77, av. des Champs Elysées;;75008;PARIS;mandarin.voyages@wanadoo.fr;01 44 21 81 01;01 44 21 81 02;www.mandarinvoyages.cn;;;;
NDV;Carlson Wagonlit Voyages/Faure Tourisme;;77, av. Jean-Jaurès;;69190;SAINT-FONS;faure-tourisme-stfons@nerim.net;04 78 70 77 41;04 78 67 24 26;;;;;
NDV;Inter Tours Voyages;(Tourcom);77, cours de la Liberté;;69003;LYON;intertoursvoyages@wanadoo.fr;04 78 60 17 17;04 78 60 11 61;;;;;
NDV;Galeries Lafayette Voyages;;77, rue Alsace Lorraine;;31000;TOULOUSE;ccruz@carlsonwagonlit.fr;05 61 12 98 90;05 61 12 98 99;;;;;
NDV;Design Organisation;;77, rue de Belfort;;68100;MULHOUSE;bienvenue@design-organisation.com;03 89 43 33 15;03 89 43 33 15;;;;;
NDV;Vanille et Voyage;(Tourcom);77, rue de Bourgogne;;38200;VIENNE;cepierre.voyage@wanadoo.fr;04 74 53 75 90;04 74 53 75 94;www.vanille-voyage.com;;;;
NDV;Etaix Voyages;(Selectour);77, rue de la République;;69170;TARARE;etaix-tarare@selectour.com;04 74 05 00 89;04 74 05 01 67;www.etaix.com;;;;
NDV;JYRATOURS;(Manor);77, rue de Longchamp;;75016;PARIS;avion@jyratours.fr;01 45 53 37 04;01 45 53 37 26;;;;;
NDV;E. Leclerc Voyages;;77, rue d'Ermont;;95390;SAINT-PRIX;leclercvoyages-saintprix@wanadoo.fr;01 34 27 48 70;01 34 06 04 64;www.leclercvoyages.com;;;;
NDV;Galeries Lafayette Voyages;;77, rue Nationale;;37000;TOURS;fberthier@carlsonwagonlit.fr;02 47 60 10 40;02 47 60 10 49;;;;;
NDV;Nouvelles Frontières;;77, rue Plantagenêt;;49000;ANGERS;angers.nf@nouvelles-frontieres.fr;02 41 88 41 41;02 41 88 90 65;www.nouvelles-frontieres.fr;;;;
NDV;Aquatour/Thomas Cook Voyages;;775, av. de Dunkerque;;59160;LOMME;aq.lomme@aquatour.com;03 20 92 78 68;03 20 92 70 53;www.aquatour.com;;;;
NDV;Atlas Voyages;(Afat);78 ter, bd Carnot (Jet Tours);;47000;AGEN;atlas.agen@wanadoo.fr;05 53 66 36 36;05 53 67 10 80;;;;;
NDV;Gîtes de France Services Aude;;78 ter, rue Barbacane;;11000;CARCASSONNE;contact@gites11.com;04 68 11 40 70;04 68 11 40 72;www.gitesdefranceaude.com;;;;
NDV;Touriscar Voyages;(Selectour);78, av. de Genève;;74700;SALLANCHES;sallanches@touriscar.net;04 50 58 38 74;04 50 58 03 13;www.toorisme.com;;;;
NDV;CESAR VOYAGES;(Tourcom);78, av. de Versailles;;75016;PARIS;agence@cesarvoyages.net;01 45 24 43 86;01 40 50 65 71;;;;;
NDV;CITY LINE FRANCE;;78, av. des Champs-Elysées;;75008;PARIS;city.line.france@wanadoo.fr;01 42 56 00 44;01 42 56 00 02;www.citylinefrance.com;;;;
NDV;PARIS MARCADET VOYAGES;(Tourcom);78, bd Barbès;;75018;PARIS;pmv@etourcom.com;01 42 64 09 00;01 42 55 50 04;;;;;
NDV;Prêt à Partir;;78, bd de la Rochelle;;55000;BAR-LE-DUC;barleduc2@pretapartir.fr;03 29 45 64 56;03 29 76 12 13;;;;;
NDV;SUN TRAVEL;;78, bd Magenta;;75010;PARIS;mel@suntravel.fr;01 40 34 46 46;01 40 34 46 47;www.suntravel.com;;;;
NDV;OVP;(Selectour);78, cours du docteur Long/1, cours Eugénie;;69003;LYON;montchat@ovp.fr;04 37 56 10 60;04 37 56 10 69;;;;;
NDV;Eastman Travels;;78, rue de la Part-Dieu;;69003;LYON;easttrav@accesone.com;04 78 60 09 89;04 78 60 50 30;;;;;
NDV;Sun 7 Voyages;(Selectour);78, rue de Siam;;29200;BREST;info@sun7voyages.com;02 98 43 05 07;02 98 43 29 23;;;;;
NDV;Nouvelles Frontières;;78, rue des Carmes;;76000;ROUEN;rouen.nf@nouvelles-frontieres.fr;02 35 71 14 44;02 35 89 11 40;;;;;
NDV;AVRAYSYA/MONDIAL;;78, rue du Château d'Eau;;75010;PARIS;infos@mondial-tourisme.com;01 42 46 31 31;01 42 46 32 31;www.mondial.com.fr;;;;
NDV;Normandy Tourisme;(Selectour);78, rue Jeanne d'Arc;;76000;ROUEN;normandy-tourisme@selectour.com;02 35 71 23 59;02 35 70 36 27;;;;;
NDV;JET LAG VOYAGES;;78, rue Montmartre;;75002;PARIS;jetlag@wanadoo.fr;01 40 41 91 24;01 40 41 91 25;www.jetlag.fr;;;;
NDV;GOLDEN VOYAGES;;79 bis, rue Madame;;75006;PARIS;info@goldenvoyages.com;01 53 63 28 28;01 53 63 28 20;www.goldenvoyages.com;;;;
NDV;BD Tour;(Tourcom);79, Grande Rue;;59100;ROUBAIX;;03 20 73 69 79;03 20 73 82 51;;;;;
NDV;Daumin Voyages;(Selectour);7-9, rue Carnot;;72200;FLECHE (LA);daumin@selectour.com;02 43 45 97 47;02 43 45 19 05;;;;;
NDV;Estancia France;;7-9, rue de Deux-Portes;;78000;VERSAILLES;estancia.fra@wanadoo.fr;01 39 20 04 18;01 39 20 04 19;www.estancia.fr;;;;
NDV;Envol Voyages/Thomas Cook Voyages;;79, rue de la République;;13400;AUBAGNE;aubagne.thomascook@orange.fr;04 42 70 40 03;04 42 72 70 54;;;;;
NDV;M Voyages/Thomas Cook Voyages;;7-9, rue du 8e de Ligne;;62500;SAINT-OMER;m.voyages@wanadoo.fr;03 21 88 40 40;03 21 88 17 55;;;;;
NDV;Bénézet Voyages;(Afat);79, rue Guillaume Puy;;84000;AVIGNON;benezet.voyages@wanadoo.fr;04 90 85 88 05;04 90 85 91 71;www.benezetvoyages.fr;;;;
NDV;Fitour/Ambassade Fram;;79, rue Victor-Hugo;;33200;SAINTE-FOY-LA-GRANDE;fitourstefoy@triangle-voyages.com;05 57 46 56 56;05 57 46 12 28;www.ambassade-fram-fitour33.com;;;;
NDV;Club Voyages;;79/81, av. Pierre Brossolette;;92120;MONTROUGE;montrouge.brossolette@clubvoyages.com;01 42 53 85 85;01 42 53 77 48;;;;;
NDV;Grand Large Voyages;(Selectour);799, av.de Tournamy;;06250;MOUGINS;mougins@grand-large-voyages.fr;04 93 75 50 50;;;;;;
NDV;Oscar Tourisme;(Selectour);8 bis, av. de l'Hospital;;06220;VALLAURIS;oscar-vallauris@selectour.com;04 93 64 01 47;04 93 64 45 00;www.plaisirdepartir.com;;;;
NDV;Ailleurs;(Afat);8 bis, rue de Recollets;;38110;TOUR-DU-PIN (LA);tour-du-pin@ailleurs.com;04 37 05 05 55;04 37 05 05 56;www.ailleurs.com;;;;
NDV;Alizé Voyages;(Tourcom);8 bis, rue du Beffroi;;02200;SOISSONS;alizevoyages@wanadoo.fr;03 23 59 06 10;03 23 59 06 60;;;;;
NDV;Roussillon Voyages;(Selectour);8 quai Bourdan;place Catalogne;66000;PERPIGNAN;roussillon-voyages@selectour.com;04 68 34 35 55;04 68 51 85 51;www.roussillonvoyages.fr;;;;
NDV;Voyages Schmitt/Ambassade Fram;;8 rue Golbery;Rue du Rempart;68000;COLMAR;agence.colmar@voyagesschmitt.fr;03 89 21 92 21;03 89 21 92 22;www.voyagesschmitt.fr;;;;
NDV;Reflets Bleus/CWV;;8 ter, rue de l'Abbaye;;40200;MIMIZAN;refletsbleus.mimizan@wanadoo.fr;05 58 83 30 00;05 58 83 30 01;;;;;
NDV;Lambot Voyages;(Selectour);8 ter, rue du Général-Leclerc;;85300;CHALLANS;lambot-challans@selectour.com;02 51 49 15 10;02 51 49 30 90;www.lambot-voyages.fr;;;;
NDV;Nouvelles Frontières;;8, allée Brancas;;44000;NANTES;nantes-brancas.nf@nouvelles-frontieres.fr;02 51 72 91 66;02 51 82 21 12;;;;;
NDV;Saalt Voyages /Jet Tours;(Afat);8, allée de Villote;;09000;FOIX;foix@saalt.fr;05 61 65 08 40;05 61 65 58 33;www.saalt.fr;;;;
NDV;Chantreau Holidays/Salaün Holidays;;8, allée Turenne;;44000;NANTES;nantes@chantreau-holidays.com;02 40 47 85 15;02 40 89 62 16;;;;;
NDV;Pascal Voyages;(Afat);8, allées Boufflers;;64100;BAYONNE;pascal.voyages@wanadoo.fr;05 59 25 48 48;05 59 25 58 40;www.pascalvoyages.com;;;;
NDV;JANCARTHIER VOYAGES;(Manor);8, av Carnot;;75017;PARIS;carnot@jancarthier.fr;01 45 74 61 00;01 45 74 61 01;;;;;
NDV;Choisy Voyages;(Afat);8, av. Anatole-France;;94600;CHOISY-LE-ROI;choisyvoyages@afatvoyages.fr;01 48 52 29 58;01 48 84 05 15;;;;;
NDV;Horse Voyages;(Selectour);8, av. de Longueil;;78600;MAISONS LAFFITTE;horse-maisons-laffitte@selectour.com;01 39 62 87 80;01 39 62 95 43;;;;;
NDV;Juan Voyages;(Tourcom);8, av. du Maréchal Joffre;;06160;JUAN-LES-PINS;jvoy@wanadoo.fr;04 93 67 32 20;04 93 67 37 62;;;;;
NDV;Escales Marines;(Selectour);8, av. Foch;;21000;DIJON;;03 80 45 24 55;03 80 45 24 59;;;;;
NDV;Conseil Vacances;;8, av. Gambetta;;76400;FECAMP;conseil-vacances@keolis.com;02 35 28 16 04;02 35 27 05 46;;;;;
NDV;Fram Voyages;;8, av. Georges Clémenceau;;34500;BEZIERS;agence.beziers@fram.fr;0 826 46 61 64;04 67 28 96 82;;;;;
NDV;Courneuve Voyages;(Afat);8, av. Paul Vaillant Couturier;;93120;COURNEUVE (LA);courneuve@afatvoyages.fr;01 48 35 44 36;01 48 35 46 25;;;;;
NDV;Arnaud Voyages;(Afat);8, av. Victor Hugo;;84200;CARPENTRAS;colette-haye@voyages-arnaud-carpentras.com;04 90 63 28 40;04 90 60 43 33;www.voyages-arnaud-carpentras.com;;;;
NDV;Couleur Soleil;;8, avenue Alphonse Legault;;35170;BRUZ;agencecouleursoleil@yahoo.fr;02 99 05 50 00;02 99 05 55 00;;;;;
NDV;Maussane Voyage/Ambassade Fram;;8, avenue Roquerousse;;13520;MAUSSANE LES ALPILLES;maussane-voyage@orange.fr;04 90 49 88 02;04 90 54 34 55;;;;;
NDV;Havas Voyages/TVD;;8, bd Béranger;;37000;TOURS;tvdtours@pretapartir.fr;02 47 20 60 95;02 47 20 02 86;;;;;
NDV;Cid Voyages;(Selectour);8, bd Charles-de-Gaulle;BP140;12200;VILLEFRANCHE-DE-ROUERGUE;cid-villefranche@selectour.com;05 65 45 25 90;05 65 45 10 31;;;;;
NDV;Parcours Voyages;;8, bd d'Alsace;;06400;CANNES;info@parcours-voyages.com;04 93 99 99 00;04 93 99 06 60;www.golf-parcours-voyages.com;;;;
NDV;WASTEELS VOYAGES/THOMAS COOK VOYAGES;;8, bd de l'Hôpital;;75005;PARIS;parishopital@wasteels.fr;01 43 36 35 61;01 45 35 72 02;;;;;
NDV;Grand Large Voyages/Jet Tours;(Selectour);8, bd Joseph Garnier;;06000;NICE;distgarnier@grand-large-voyages.fr;04 92 07 07 07;;;;;;
NDV;Fram Voyages;;8, bd Louis Blanc;;87000;LIMOGES;agence.limoges@fram.fr;0 826 46 61 21;05 55 32 44 72;;;;;
NDV;Duverger Voyages;(Selectour);8, cours de Verdun;;40100;DAX;duverger-dax@selectour.com;05 58 90 43 21;05 58 90 43 22;www.selectour.com;;;;
NDV;Valadou Voyages/Groupe Protour;(Afat);8, cours Mal Foch;;13400;AUBAGNE;valadouaubagne@protour.fr;04 42 03 09 04;04 42 03 12 39;www.protour.fr;;;;
NDV;Antoni Voyages;;8, Grande Rue;;67500;HAGUENAU;info@antoni-voyages.com;03 88 05 47 47;03 88 93 47 21;;;;;
NDV;Voyages Maisonneuve/Groupe Verdié;(Afat);8, place Antonin Chastel;;63300;THIERS;agence.thiers@voyagesmaisonneuve.fr;04 73 80 69 48;04 73 80 01 30;;;;;
NDV;Voyages Paris Normandie;(Manor);8, place Barette;;27200;VERNON;vpnvernon@vpn.fr;02 32 21 00 54;02 32 21 94 84;www.voyagesparisnormandie.com;;;;
NDV;Thomas Cook Voyages;;8, place Clémenceau;;64200;BIARRITZ;biarritz@thomascook.fr;05 59 22 73 30;05 59 24 68 71;www.thomascook.fr;;;;
NDV;Nouvelles Frontières;;8, place d'Ariane;quartier de la Gare;77777;MARNE-LA-VALLEE;valdeurope.nf@nouvelles-frontieres.fr;01 60 42 49 87;01 60 42 43 76;www.nouvelles-frontieres.fr;;;;
NDV;Phocéens Voyages;;8, place de Gaulle;;06600;ANTIBES;antibes.phoceens@phoceens-santa.com;04 93 34 15 98;04 93 34 68 02;;;;;
NDV;L.C.A. Top Tour;(Les Circuits d'Alsace);8, place de la Gare;;68000;COLMAR;info@alsace-travel.com;03 89 41 90 88;03 89 41 90 99;www.alsace-travel.com;;;;
NDV;Pyramide Voyages;(Selectour);8, place de la Gare;;91800;BRUNOY;pyramidevoyages-brunoy@selectour.com;01 60 46 48 46;01 60 46 60 20;;;;;
NDV;Funedda Tourisme;(Tourcom);8, place de la République;;53200;CHATEAU-GONTIER;funedda@voyages-internationaux.com;02 43 07 36 36;02 43 70 35 02;;;;;
NDV;Thomas Cook Voyages;;8, place de la République;;65300;LANNEMEZAN;lannemezan@thomascook.fr;05 62 50 11 11;05 62 98 59 73;www.thomascook.fr;;;;
NDV;Havas Voyages/Aix Travel;;8, place des Prêcheurs;;13100;AIX-EN-PROVENCE;aixtravel@orange.fr;04 42 58 48 56;04 42 58 96 35;;;;;
NDV;Est Voyages/CWV;;8, place Diderot;;52200;LANGRES;ag.ltlangres@carlsonwagonlit.fr;0 826 825 693;0 826 825 793;;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;8, place du Grand Marché;;37000;TOURS;tours@wasteels.fr;02 47 64 04 48;02 47 61 89 83;www.wasteels.fr;;;;
NDV;Jollivet Voyages/Jet Tours;(Afat);8, place du Vert Buisson;;35170;BRUZ;info@voyages-jollivet.com;02 99 41 21 63;02 99 41 31 12;www.voyages-jollivet.com;;;;
NDV;Euro Moselle Loisirs/Thomas Cook Voyages;;8, place Duroc;;54700;PONT-A-MOUSSON;pontamousson@euromoselleloisirs.fr;03 83 84 09 69;03 83 81 48 79;;;;;
NDV;ADM Voyages;;8, place Jean-Jaurès;;13760;SAINT-CANNAT;adm-voyages@wanadoo.fr;04 42 50 63 00;04 42 50 63 18;;;;;
NDV;Voyages Chabannes;(Selectour);8, place Mallarmé;;07300;TOURNON;chabannes@selectour.com;04 75 07 04 00;04 75 07 08 75;;;;;
NDV;Grand Large Voyages/Jet Tours;(Selectour);8, place Massena;;06000;NICE;distmassena@grand-large-voyages.fr;04 92 17 65 00;04 92 17 65 09;;;;;
NDV;OVP;(Selectour);8, place Mathieu Jaboulay;;69230;SAINT-GENIS-LAVAL;stgenis@ovp.fr;04 78 56 16 78;04 78 56 53 77;;;;;
NDV;Carol's Voyages;(Selectour);8, place Robillard;;89000;AUXERRE;carol-auxerre@selectour.com;03 86 72 00 90;03 86 52 48 02;;;;;
NDV;Voyages Paris Normandie;(Manor);8, quai R.-Leblanc;;27500;PONT AUDEMER;vpnpontaudemer@vpn.fr;02 32 41 87 77;02 32 56 20 45;www.voyagesparisnormandie.com;;;;
NDV;Thomas Cook Voyages;;8, rue Alsace Lorraine;;42300;ROANNE;roanne@thomascook.fr;04 77 44 08 20;04 77 44 08 29;www.thomascook.fr;;;;
NDV;Voyages Landes/Thomas Cook Voyages;;8, rue Bonnier d'Alco;;34000;MONTPELLIER;landes-mpl@triangle-voyages.com;04 67 91 37 37;04 67 91 37 38;www.triangle-voyages.com;;;;
NDV;Brochard Voyages;(Selectour);8, rue Bujault;;79300;BRESSUIRE;brochard-bressuire@selectour.com;05 49 65 17 42;05 49 65 03 95;;;;;
NDV;Est Voyages/CWV;;8, rue Carnot;;54300;LUNEVILLE;ag.ltluneville@carlsonwagonlit.fr;0 826 825 695;0 826 825 795;;;;;
NDV;LES VOYAGES DE THYBUS;(Afat);8, rue d'Argenson;;75008;PARIS;thybus@orange.fr;01 40 07 06 07;01 42 66 24 05;;;;;
NDV;PAULI VOYAGES;;8, rue Daunou;;75002;PARIS;paris@pauli.fr;01 42 86 97 04;01 47 03 31 83;;;;;
NDV;THOMAS COOK VOYAGES;;8, rue de Babylone;;75007;PARIS;paris.babylone@thomascook.fr;01 53 63 26 50;01 53 63 26 59;;;;;
NDV;Mosaic Voyages;;8, rue de Belfort;;25000;BESANCON;besancon@voyages-mosaic.com;03 81 48 57 70;03 81 48 57 74;www.voyages-mosaic.com;;;;
NDV;Euro Moselle Loisirs/Thomas Cook Voyages;;8, rue de la République;;57320;BOUZONVILLE;bouzonville@euromoselleloisirs.fr;03 87 78 66 58;03 87 75 59 84;;;;;
NDV;Voyages Le Vacon;(Tourcom);8, rue de l'Horloge;;22100;DINAN;levacon.dinan@voyages-internationaux.com;02 96 39 68 70;02 96 85 43 31;;;;;
NDV;Agr Evasions;(Afat);8, rue de l'Oeuille;;33410;CADILLAC;agr.cadillac@wanadoo.fr;05 56 62 14 27;05 56 62 60 97;www.agrevasions.com;;;;
NDV;Club Voyages/Look Voyages;;8, rue de l'Oratoire;;14000;CAEN;caen@clubvoyages.com;02 31 39 08 10;02 31 38 22 13;www.club-voyages.fr;;;;
NDV;Eurasie Travel;(Tourcom);8, rue de Marseille;;69007;LYON;eurasie.tvl@wanadoo.fr;04 72 73 30 18;04 78 69 88 59;;;;;
NDV;Génération Voyages;(Afat);8, rue de Montreuil;;62630;ETAPLES;josse@generationvoyages.com;03 21 94 88 88;03 21 94 88 89;www.generationvoyages.com;;;;
NDV;Carré Bleu Voyages/Jancarthier Voyages;(Manor);8, rue de Paris (Siège);;91400;ORSAY;orsay@jancarthier.fr;01 69 28 72 22;01 69 07 19 62;;;;;
NDV;Havas Voyages/Agence Touristique Sainte-Claire;;8, rue de Rémire;;97300;CAYENNE;steclairecayenne@hotmail.com;05 94 28 95 55;05 94 29 16 99;;;;;
NDV;GH VOYAGES;;8, rue de Saïgon;;75016;PARIS;ghvoyages@wanadoo.fr;01 45 01 28 28;01 45 00 20 80;;;;;
NDV;Carol'Voyages;(Selectour);8, rue de Scandicci;;93500;PANTIN;pantin@carol-voyages.com;01 49 15 96 30;01 49 15 96 29;www.carol-voyages.com;;;;
NDV;Aquatour/Thomas Cook Voyages;;8, rue Delambre;;80000;AMIENS;aq.amiens@aquatour.com;03 22 92 76 75;03 22 92 60 34;;;;;
NDV;Thomas Cook Voyages;;8, rue des Belges;;06400;CANNES;cannes.belges@thomascook.fr;04 93 38 15 87;04 92 98 01 01;;;;;
NDV;Carlson Wagonlit Voyages;;8, rue des Frères Casanova;;06400;CANNES;ag.ltcannes@carlsonwagonlit.fr;0 826 825 308;0 826 825 408;;;;;
NDV;Voyages Express;(Tourcom);8, rue des Ponts de Comines;;59000;LILLE;voyages.express@orange.fr;03 20 06 12 28;03 20 31 92 61;;;;;
NDV;Cosne Voyages;;8, rue des Rivières St-Agnan;;58200;COSNE-COURS-SUR-LOIRE;cosne-voyages@wanadoo.fr;03 86 28 36 40;03 86 26 93 44;;;;;
NDV;LE TEMPS DE VIVRE/AUXIGENE;;8, rue des Saussaies;;75008;PARIS;infotdv@temps-de-vivre.fr;01 55 57 19 91;01 55 57 19 99;www.temps-de-vivre.fr;;;;
NDV;Carlson Wagonlit Voyages;;8, rue des Terreaux;;38500;VOIRON;ag.ltvoiron@carlsonwagonlit.fr;04 76 91 76 76;04 76 91 76 77;;;;;
NDV;VLM/Thomas Cook Voyages;;8, rue du Bec Ham;;61300;AIGLE (L');t.cook-lemonnierlaigle@orange.fr;02 33 34 86 25;02 33 34 49 05;;;;;
NDV;BVS Tours;;8, rue du Chariot d'Or;;69004;LYON;contact@bvstours.fr;04 72 00 58 58;04 72 00 58 50;www.bvstours.fr;;;;
NDV;Carlson Wagonlit Voyages;;8, rue du Châtel;;60300;SENLIS;ag.ltsenlis@carlsonwagonlit.fr;03 44 60 02 54;03 44 53 18 34;;;;;
NDV;SAT Voyages;(Tourcom);8, rue du Commerce;;74100;ANNEMASSE;voyagessat-annemasse@vianeo.com;04 50 92 21 61;04 50 95 66 40;;;;;
NDV;Coutarel Voyages;(Tourcom);8, rue du Docteur Chapuis;;54200;TOUL;coutarel.voyages@orange.fr;03 83 63 58 80;03 83 64 87 20;www.voyages-coutarel.com;;;;
NDV;Autrepart;;8, rue du Dr Gendron;;37500;CHINON;voyageurs@autrepart.net;02 47 93 45 68;02 47 93 46 02;www.autrepart.net;;;;
NDV;Les Voyageurs Rabelaisiens;;8, rue du Dr Gendron;;37500;CHINON;voyageurs@autrepart.net;02 47 93 09 79;02 47 93 46 02;www.autrepart.net;;;;
NDV;Delalande Voyages/Thomas Cook Voyages;;8, rue du Maréchal Joffre;;18100;VIERZON;delalande.vierzon@thomascook.fr;02 48 75 85 47;02 48 71 71 32;;;;;
NDV;Salaün Holidays;;8, rue du Parc;;29000;QUIMPER;quimper@salaun-holidays.com;02 98 64 31 31;02 98 64 20 72;www.salaun-holidays.com;;;;
NDV;La Teste Voyages/Cwv;;8, rue du Port;;33260;TESTE DE BUCH (LA);lateste-voyages@wanadoo.fr;05 57 73 63 21;05 57 73 63 49;;;;;
NDV;Voyages 27;(Selectour);8, rue du Soleil;;27200;VERNON;voyages27-vernon@selectour.com;02 32 21 10 19;02 32 21 12 68;;;;;
NDV;Havas Voyages/Prêt à Partir;;8, rue Emile Giros;;52100;SAINT-DIZIER;havas-saint-dizier@pretapartir.fr;03 25 04 37 50;03 25 04 37 51;;;;;
NDV;Quetineau Voyages/Richou Voyages;(Tourcom);8, rue Foullon;;49700;DOUE LA FONTAINE;quetineau@richou.fr;02 41 59 12 24;02 41 59 39 59;www.richou.fr;;;;
NDV;Voyages Dernouvel/CWV;;8, rue G. Clémenceau;;67500;HAGUENAU;ag.lthaguenau@carlsonwagonlit.fr;0 826 825 687;0 826 825 787;;;;;
NDV;Argala/Plein Ciel Voyages;(Afat);8, rue Gambetta;;91290;ARPAJON;info@pleincielvoyages.com;01 64 90 40 80;01 69 26 95 58;www.pleincielvoyages.com;;;;
NDV;Jouanno Evasion;(Afat);8, rue Gambetta;;17800;PONS;capatlantique.pons@wanadoo.fr;05 46 96 14 90;05 46 96 15 22;;;;;
NDV;Carnet de Voyages.fr/Thomas Cook Voyages;;8, rue Garengeot;;35500;VITRE;thomas-cook-vitre@thomascook.fr;02 99 75 10 61;02 99 75 23 01;www.carnetdevoyages.fr;;;;
NDV;MZ Voyages;(Afat);8, rue Henri Leduc;;94190;VILLENEUVE-SAINT-GEORGES;villeneuve@mzvoyages.fr;01 43 89 12 43;01 43 89 05 08;www.mzvoyages.fr;;;;
NDV;Autre Ciel Voyages;(Afat);8, rue Jean-Jaurès;;29100;DOUARNENEZ;vital8@wanadoo.fr;02 98 92 12 12;02 98 92 13 14;;;;;
NDV;Cahuzac Tourisme et Voyages;(Selectour);8, rue Joseph Rigal;;81600;GAILLAC;ct-voyages@selectour.com;05 63 57 30 42;05 63 57 69 21;;;;;
NDV;Havas Voyages/Désert Bleu Voyages;(Tourcom);8, rue Labbey de Pompières;;02100;SAINT-QUENTIN;desertbleu@wanadoo.fr;03 23 64 16 06;03 23 67 78 86;;;;;
NDV;FARE VOYAGES;(Afat);8, rue Léon Jost;;75017;PARIS;info@farevoyages.com;01 48 88 06 12;01 48 88 06 52;www.farevoyages.com;;;;
NDV;Havas Voyages/Prêt à Partir;;8, rue Mazel;;55100;VERDUN;verdun@pretapartir.fr;03 29 73 70 71;03 29 73 70 72;;;;;
NDV;Voyages Internationaux;(Tourcom);8, rue Monseigneur Morel;;22000;SAINT-BRIEUC;vi@voyages-internationaux.com;02 96 33 84 11;02 96 33 99 77;www.voyages-internationaux.fr;;;;
NDV;Turquoise Voyages;(Tourcom);8, rue Neuve St-Martin;;13001;MARSEILLE;resa@turquoise-voyages.fr;04 91 13 94 94;04 91 90 60 11;www.turquoise-voyages.fr;;;;
NDV;UNITOURS;;8, rue Oberkampf;;75011;PARIS;unitoursparis@orange.fr;01 48 05 41 41;01 48 05 87 04;;;;;
NDV;Voyages Inglard;(Selectour);8, rue Pietonne;;59190;HAZEBROUCK;hazebrouck@inglard.com;03 28 41 51 00;03 28 41 44 45;www.voyages-inglard.com;;;;
NDV;Solaris Voyages/Jet Tours;(Tourcom);8, rue Porte Chartraine;;41000;BLOIS;jettours.blois@gotours.fr;02 54 58 23 30;02 54 58 23 39;;;;;
NDV;Alter Voyages;(Tourcom);8, rue Porte du Moustier;;82000;MONTAUBAN;altervoyages@wanadoo.fr;05 63 66 90 56;05 63 66 68 07;www.altervoyages.com;;;;
NDV;SAHEL VOYAGES;(Tourcom);8, rue Poulet;;75018;PARIS;diallosahel@wanadoo.fr;01 53 09 96 90;01 55 79 04 07;;;;;
NDV;Versailles Voyages;(Manor);8, rue Rameau;;78000;VERSAILLES;versailles-voyages@runaworld.com;01 39 50 44 44;01 39 49 49 51;www.runaworld.com;;;;
NDV;Thomas Cook Voyages;;8, rue Raymond Poincaré;;16000;ANGOULEME;angouleme@thomascook.fr;05 45 94 50 20;05 45 95 77 30;www.thomascook.fr;;;;
NDV;Thomas Cook Voyages;;8, rue Rollon;;76000;ROUEN;rouen.rollon@thomascook.fr;02 35 07 82 20;02 35 07 82 28;;;;;
NDV;Albatross Tours;(Afat);8, rue Sainte Anne;;25300;PONTARLIER;albatross.pontarlier@wanadoo.fr;03 81 38 57 50;03 81 46 47 66;www.albatross-voyages.com;;;;
NDV;VOYAGEURS AU JAPON;;8, rue Sainte-Anne;;75001;PARIS;olivier@voyjapon.com;01 42 61 60 83;01 42 60 82 79;www.voyjapon.com;;;;
NDV;STRATAGEM VOYAGES;;8, rue Saint-Marc;;75002;PARIS;contact@stratagem-events.com;01 40 13 74 55;01 45 08 51 78;;;;;
NDV;Thomas Cook Voyages;;8, rue Sommeiller;;74000;ANNECY;annecy@thomascook.fr;04 50 10 34 60;04 50 33 70 82;www.thomascook.fr;;;;
NDV;Est Voyages/CWV;;8, rue St-Dizier (Jet Tours);;54000;NANCY;ag.ltnancy@carlsonwagonlit.fr;0 826 825 718;0 826 825 818;;;;;
NDV;Carlson Wagonlit Voyages;;8, rue St-Pierre;;60000;BEAUVAIS;ag.ltbeauvais@carlsonwagonlit.fr;03 44 45 21 19;03 44 45 29 34;;;;;
NDV;BOILORIS/JET TOURS/THOMAS COOK VOYAGES;;8, rue Vavin;;75006;PARIS;vavin@boiloris.com;01 56 81 16 00;01 56 81 16 01;;;;;
NDV;ALLIED TRAVEL FRANCE;;8, rue Volney;;75002;PARIS;allied@allied-europe.com;01 44 55 05 70;01 44 55 05 80;www.allied-europe.com;;;;
NDV;AMBASSADOR VOYAGES;;8, rue Volney;;75002;PARIS;ambassador.voyages@wanadoo.fr;01 47 03 40 40;01 47 03 35 00;;;;;
NDV;Forfait Tourisme;(Tourcom);80 bis, av. du Général Leclerc;;95250;BEAUCHAMP;forfait-tourismebeauchamp@wanadoo.fr;01 34 13 21 50;01 34 13 06 66;;;;;
