licence;iata;agence;Réseau;adresse;adresse2;adresse3;adresse4;BP;cp;ville;email;tel;fax;web;Contacts;;;;;;;;;
075000080;;Point Afrique;;Le Village;;;;;07700;BIDON;contact@point-afrique.com;04 75 97 20 40;04 75 97 20 50;www.point-afrique.com;;;;;;;;;;
094000002;20238094;Partirpascher.com;;Les 4 temps La Défense;Niveau 2;;;;92800;PUTEAUX;;01 55 23 08 88;01 42 91 26 04;www.partirpascher.com;;;;;;;;;;
13050008;;Escale Marine;;Les Arcades;33, Chemin Puits de Brunet;;;;13600;CIOTAT (LA);contact@escalemarinevoyages.fr;04 42 71 83 88;04 42 03 00 56;www.escalemarinevoyages.fr;;;;;;;;;;
044950027;20298461;Lefort Voyages;(Afat);Les Arcades;;;;;44150;ANCENIS;ancenis@lefort-voyages.fr;02 40 83 23 70;02 40 83 23 71;www.lefort-voyages.fr;Directeur;Bondu Anne;;;;;;;;
074980006;;Odyssée Montagne;;Les Barbolets;;;;;74310;SERVOZ;odyssee@odyssee-montagne.fr;04 50 91 20 83;04 50 91 36 52;www.odyssee-montagne.fr;Directeur;Schmidt Sandrine;;;;;;;;
972950011;81600035;Richard Fléchon Voyages;(Selectour);Les Boutiques de Cluny;;;;;97233;SCHOELCHER;riflev@wanadoo.fr;05 96 73 24 24;05 96 73 25 52;;Directeur général;Flechon Carl;;;;;;;;
026990001;;Safran;;Les Cascades;;;;;26400;MIRABEL ET BLACONS;info@safrantours.com;04 75 25 78 78;04 75 25 78 79;www.safrantours.com;Chef d'agence;Baussane Hervé;;;;;;;;
73950014;;Age Créations;;Les Crêtes Blanches;;;;BP 10 ;73150;VAL D'ISERE;age@wanadoo.fr;04 79 41 14 43;04 79 06 21 15;www.espace-vacances.com;Chef d'agence;Vaquier Christophe;;;;;;;;
13970014;20216221;Electra Voyages;(Manor);'Les Docks' 10, place de la Joliette;;;;BP 9014 ;13002;MARSEILLE;marseille@electravoyages.com;04 91 90 98 98;04 91 91 19 51;www.croisitour.com;Directeur;Charvin Nicole;Chef d'agence;Morin Christèle;;;;;;
38000002;;Arcanson;;Les Gaillardes;;;;;38112;MEAUDRE;contact@arcanson.com;04 76 95 23 51;04 76 95 25 32;www.arcanson.com;Directeur;Dutrievoz Jean-Yves;;;;;;;;
004950001;;Haute Provence Voyages/Thomas Cook Voyages;;Les jardins d'Ariane II;av, Charles de Gaulle;;;;30133;ANGLES (LES);les.angles@thomascookfr.com;04 90 90 00 00;04 90 90 02 00;;Directeur;Ranque Alexandre;;;;;;;;
85010001;;Espace Langues et Découvertes;;Les jardins de la Saunoie;12, avenue des Saules;;;;69600;OULLINS;espace-langues2@wanadoo.fr;04 72 68 80 33;04 72 68 80 34;www.voyages-eld.com;Directeur;Drouart Bernard;Chef d'agence;Lesage Elise;;;;;;
092010012;20251593;Syltours;;Les Marches du Palais;4, avenue Pierre Semard;;;;84000;AVIGNON;m.alpini@syltours.fr;04 90 27 91 10;04 90 27 00 17;www.syltours.fr;Directeur commercial;Alpini Marc;Directeur;Lament Sylvain;;;;;;
084950013;20209140;Provence Voyages;(Selectour);Les Priades;route de Nimes;;;;30133;ANGLES (LES);provence-lesangles@selectour.com;04 90 25 79 58;04 90 25 24 98;;Directeur;Clerc Isabelle;;;;;;;;
014060001;;Exotis;;Les Rois;;;;;14140;PRETREVILLE;exotis@club-internet.fr;02 31 32 24 23;02 31 63 95 23;;;;;;;;;;;
13960097;20214865;Envol Voyages;(Afat);Les Terrasses d'Oriane;Avenue Gabriel Peri;;;;13400;AUBAGNE;aubagne.envol@afatvoyages.fr;04 42 03 76 14;04 42 03 16 07;www.envolvoyages.fr;Directeur;Scotto Michel;;;;;;;;
006960025;;Unitel Tourisme/Unitravel Riviéra;;Les Terriers Nord;500, allée des Terriers;;;;06600;ANTIBES;info@unitravel-riviera.com;04 93 74 74 02;04 93 74 51 71;www.unitravel-riviera.com;Chef d'agence;Obbink Marijke;;;;;;;;
94060008;;E. Leclerc Voyages;;"Lieu dit ""Le Berger""";CD13;;;;59135;BELLAING;bellaing@leclercvoyages.com;03 27 21 59 11;03 27 21 59 12;www.leclercvoyages.com;;;;;;;;;;
94060008;;E. Leclerc Voyages;;Lieu dit l'Estreniol;12850 Onet le Château;;;;12000;RODEZ;mediane.leclerc.onet@orange.fr;05 65 74 59 05;05 65 74 59 06;www.leclercvoyages.com;;;;;;;;;;
034960007;20229790;Tee of Travel;;L'Orée des Mas;av, du Golf;;;;34670;BAILLARGUES;tours@teetravel.com;04 99 52 22 00;04 67 15 02 50;www.teetravel.com;Chef comptable;Henno Marielle;Directeur;Luneau Christophe;Chef d'agence;Tuffery Isabelle;;;;
073960002;;Tignes Réservation;;Maison d'accueil de Tignes le Lac;;;;BP 51 ;73320;TIGNES;reservation@tignes.net;04 79 40 03 03;04 79 40 03 04;www.tignesreservation.net;Chef d'agence;Leclercq Béatrice;;;;;;;;
6990007;20235924;Alazura Voyages;(Selectour);Marché Forville;17, rue du Dr Pierre Gazagnaire;;;;6400;CANNES;alazura@selectour.com;04 97 06 90 30;04 97 06 90 39;www.alazuravoyages.com;Directeur;Rannou Laurence;;;;;;;;
006010003;;Menno Meyer Associates;;Marina 7;quartier des cavaliers;1545 RN 7;;;06270;VILLENEUVE-LOUBET;info@meyer-associates.fr;04 92 13 85 85;04 92 13 85 86;www.meyer-associates.fr;Directeur;Meyer Menno;;;;;;;;
033970012;;Vent Debout;(Selectour);'Moléon' C.C. Leclerc;;;;;33210;LANGON;ventdebout.@selectour.com;05 57 98 16 38;05 57 98 16 39;;Directeur;Leblanc-Delas Pascale;;;;;;;;
59060007;;E. Leclerc Voyages;;Monts des Bruyères;Rocade Nord;;;;59230;SAINT-AMAND-LES-EAUX;stamand@leclercvoyages.com;03 27 43 82 40;03 27 44 20 69;www.leclercvoyages.com;Chef d'agence;Rispal Laëtitia;;;;;;;;
076950005;;Jeanne d'Arc Voyages;;N° 169;C.C. Le Mesnil Roux;;;;76380;BARENTIN;;02 35 92 17 17;02 35 92 38 08;;Directeur;Lecaude Sandrine;;;;;;;;
024970001;;France's Impressions;;Notre Dame;;;;;24540;BIRON;frances.impressions@free.fr;05 53 23 24 41;;www.voyages-france-impressions.com;Directeur;Ho Tham Kouie Francis;;;;;;;;
13970001;20215241;Aliso Voyages;(Selectour);Nouvelle Gare Maritime Port du Commerce;;;;BP 57 ;20200;BASTIA;aliso-bastia@selectour.com;04 95 54 66 58;04 95 54 66 69;;Directeur;Risticoni Jacques;;;;;;;;
059*080002;;UCE Voyages;;null;;;;;;;;;;;;;;;;;;;;
093050008;;Nouvelles Frontières;;Palais de la Liberté;42, av. Vauban;;;;83100;TOULON;toulon.nf@nouvelles-frontieres.fr;04 94 46 37 02;04 94 41 61 84;www.nouvelles-frontieres.fr;Chef d'agence;Ballie Stéphane;;;;;;;;
64950008;20214574;Biba Voyages/Ambassade Fram;(Afat);Palais des Pyrénées;rue Alfred de Lassence;;;BP 404 ;64000;PAU;nicolas.bibavoyages@afatvoyages.fr;05 59 27 27 12;05 59 82 86 44;biba.afatvoyages.fr;Chef d'agence;Cardenau Nicolas;;;;;;;;
28950006;2022238;Dunois Voyages;;Parc Archimède;Rue du Paradis;;;;45800;SAINT-JEAN-DE-BRAYE;v.grimault@dunois.fr;02 38 70 95 11;02 38 70 95 01;www.dunois.fr;;;;;;;;;;
085040001;;O'Hara Vacances;;Parc d'activité du Soleil Levant;;;;BP 656 ;85800;SAINT-GILLES-CROIX-DE-VIE;info@ohara-vacances.com;0 825 825 425;02 51 60 52 90;www.ohara-vacances.com;;;;;;;;;;
076040001;;Kho Tao / Passion Sport;(Afat);Parc des Compétences Rouen Sud;;;;;76410;CLEON;passion.sport@wanadoo.fr;02 35 81 31 72;08 97 65 60 75;;;;;;;;;;;
59960024;;Car'Club;;Parc des Moulins;8, av. de la Créativité;;;;59650;VILLENEUVE D'ASCQ;contact@carclub.fr;03 20 91 23 45;03 20 91 13 14;www.carclub.fr;Chef d'agence;Decroix Fabienne;;;;;;;;
033960027;;Puzzle Evasion;;Parc Innolin;;;;;33700;MERIGNAC;puzzle.evasion@wanadoo.fr;05 56 13 14 04;05 56 47 90 17;www.puzzle-evasion.com;Directeur;Duboscq Marie-Christine;;;;;;;;
56960015;20228003;E. Leclerc Voyages;;Parc Lann;;;;;56000;VANNES;vannes@leclercvoyages.com;02 97 46 60 46;02 97 46 57 20;www.leclercvoyages.com;Chef d'agence;Lelan-Berthy Madame;;;;;;;;
93960003;20220675;Affinion International Voyages;(Selectour);Paris Nord 2;Imm Exelmans;33, rue des Vanesses 95916 Roissy CDG Cedex;;;93400;VILLEPINTE;travel.affinion@selectour.com;01 49 90 88 99;01 48 63 24 17;;;;;;;;;;;
13010001;;Barzi Voyages;(Afat);Parking C.C. Auchan;;;;BP 1012 ;13400;AUBAGNE;info@barzi-voyages.com;04 42 82 45 55;04 42 82 45 56;;;;;;;;;;;
02A950013;;Corse Publitour;(Tourcom);Parking Champion;20167 Mezzavia;;;;20000;AJACCIO;corse.publitour@wanadoo.fr;04 95 21 06 64;04 95 21 00 80;www.publitourvoyages.fr;Directeur;Gambarelli Patricia;;;;;;;;
54970001;;Eva Voyages/Ambassade Fram;;Passage Dernuet;38, rue E. Zola;;;;10000;TROYES;eva-troyes@pretapartir.fr;03 25 82 82 00;03 25 82 82 09;;Directeur;Piot François;;;;;;;;
073040005;;Sacrebleu;;Passerelle 7;30, Allée du Lac Aiguebelette Savoie Technolac;;77377 Le Bourget du Lac;;73000;CHAMBERY;info@o2-communication.com;04 79 60 29 78;04 79 60 06 38;www.o2-communication.com;;;;;;;;;;
972970001;81600260;Banana Tours;(Manor);Patio de Cluny;;;;;97233;SCHOELCHER;banana.tours@wanadoo.fr;05 96 63 66 77;05 96 71 28 38;;Directeur;Alie Elisabeth;;;;;;;;
972950009;81610981;Carré d'As/Thomas Cook Voyages;;Petit Manoir;Immeuble Intersport;;;;97286;LE LAMENTIN;petitmanoir@voyages.mq;05 96 51 54 54;05 96 57 07 24;;Chef d'agence;Fouchan Suzelle;;;;;;;;
030050001;;Vacansoleil;;Pist Oasis;131, impasse des Palmiers;;;;30100;ALES;;04 66 91 21 34;04 66 91 21 39;www.vacansoleil.com;Directeur;Pierru Ludovic;;;;;;;;
74000007;;ACC Référence Tours;(Afat);Place Avet;;;;;74230;THONES;acc.reftours@accvoyages.com;04 50 63 15 15;04 50 63 15 16;www.accvoyages.com;Directeur;Besson Françoise;;;;;;;;
064970001;20242040;Hiruak-Bat Evasion;(Afat);Place Charles-de-Gaulle;;;;;64120;SAINT-PALAIS;h.b.evasion@vianeo.com;05 59 65 47 48;05 59 65 86 24;;Chef d'agence;Aphecetche Michèle;;;;;;;;
59960026;20235445;Cap 5;(Manor);Place Clémenceau;;;;BP 245 ;62400;BETHUNE;cap5bethune@cap5.com;03 21 01 66 56;03 21 01 66 59;www.cap5.com;Directeur;Irigoyen André;;;;;;;;
32950002;20247614;Aramis Voyages;(Afat);Place de la Cathédrale;;;;;32800;EAUZE;aramisvoyages@tiscali.fr;05 62 09 82 32;05 62 09 79 21;www.voyagesaramisafat.fr;Directeur;de Marco Michel;;;;;;;;
75950333;;Club Med Voyages;;Place de la Cathédrale;47, rue Grand Pont;;;;76000;ROUEN;;02 35 70 50 50;02 35 89 97 05;www.clubmed.fr;Chef d'agence;Carpentier Cathy;;;;;;;;
36960001;;Delalande Voyages/Thomas Cook Voyages;;Place de la Croix de Pierre;angle de la rue Dardault;;;;36100;ISSOUDUN;delalande.issoudun@thomascook.fr;02 54 03 11 07;02 54 21 15 01;;Directeur;Delalande Nadine;;;;;;;;
40970002;;Dax Tourisme;;Place de la Fontaine Chaude;;;;BP 208 ;40100;DAX;dax.tourisme@wanadoo.fr;05 58 58 11 11;05 58 56 16 36;www.daxtourisme.com;;;;;;;;;;
30980002;;Aigues Mortes Voyages;(Afat);Place de la Viguerie;;;;;30220;AIGUES MORTES;aiguesmortes.voyages@wanadoo.fr;04 66 53 84 49;04 66 71 17 47;www.aiguesmortes-voyages.com;Gérant;Mota Ginette;;;;;;;;
972950009;;Carré d'As/Thomas Cook Voyages;;Place de l'ancienne Usion;Bio Espace;;;;97240;LE FRANCOIS;francois@voyages.mq;05 96 54 10 05;05 96 54 73 55;www.voyages.mq;Directeur;Calmels Philippe;;;;;;;;
084960010;20245886;Sud Evasion/Thomas Cook Voyages;;Place de l'Hôtel de Ville;;;;;84200;CARPENTRAS;sudevasionhvd@wanadoo.fr;04 90 60 51 60;04 90 60 06 63;www.sud-evasion.com;;;;;;;;;;
074000005;20284445;Tholance Voyages/Thomas Cook Voyages;;Place de l'Hôtel de Ville;;;;BP 44 ;74130;BONNEVILLE;tholance-voyages-bonneville@thomascook.fr;04 50 97 03 36;04 50 97 57 50;;Directeur;Berchet Pascale;;;;;;;;
068950001;;Les Voyages du Florival;(Tourcom);Place de l'Hôtel-de-Ville;;;;;68500;GUEBWILLER;voyagesflorival@wanadoo.fr;03 89 76 95 72;03 89 76 69 41;;Chef d'agence;Jacquet Christiane;;;;;;;;
5030002;;ATR 05;;Place de Suze;Central Parc;;;;5100;BRIANCON;info@atr05.fr;04 92 20 63 63;04 92 20 09 22;www.hautes-alpes-reservation.fr;;;;;;;;;;
092950011;20206642;Thomas Cook Voyages;;Place des Dominicains;;;;;68000;COLMAR;colmar@thomascook.fr;03 89 41 15 00;03 89 20 38 29;www.thomascook.fr;;;;;;;;;;
75950333;;Club Med Voyages/ Jet Tours;;Place des Jacobins;;;;;69002;LYON;brigitte.lhermet@clubmed.com;04 72 41 07 07;04 72 41 95 33;;Chef d'agence;Lhermet Brigitte;;;;;;;;
75000072;20227244;Est Voyages/CWV;;Place des Quatre Nations;;;;BP 244 ;88000;EPINAL;ag.ltepinal@carlsonwagonlit.fr;0 826 825 706;0 826 825 806;;;;;;;;;;;
014950004;20297561;Voyages Fournier;(Selectour);Place du Casino;;;;;14360;TROUVILLE;selectour-fournier@orange.fr;02 31 88 16 73;02 31 88 68 66;;;;;;;;;;;
6950023;;B Diffusion/Thomas Cook Voyages;;Place du Commissaire Harang;;;;;6190;ROQUEBRUNE CAP MARTIN;rcm@thomascook.fr;04 93 98 51 17;04 93 98 32 50;;;;;;;;;;;
092950011;20217326;Thomas Cook Voyages;;Place du Dr Joubert;;;;;04100;MANOSQUE;manosque@thomascook.fr;04 92 70 49 40;04 92 87 31 92;www.thomascook.fr;;;;;;;;;;
074950007;2020689;Office des Baigneurs;(Selectour);Place du Port;;;;BP 6 ;74500;EVIAN;officedesbaigneurs@selectour.com;04 50 75 27 53;04 50 74 60 34;;Directeur;Lehmann Jean;;;;;;;;
005950001;20212371;Rond Point Voyages;(Afat);Place du Tampinet;;;;;04000;DIGNE-LES-BAINS;rondpoint@afatvoyages.fr;04 92 32 12 93;04 92 31 37 89;www.rondpoint-afat.com;Chef d'agence;Tardieu Sylvie;;;;;;;;
031950026;20205544;Voyages Dépêche/CWV;;Place du Vigan;;;;;81000;ALBI;ag.ltalbi@carlsonwagonlit.fr;0 826 825 262;0 826 825 362;;;;;;;;;;;
026040001;;Sarah Evasion;;Place Henri Sibourg;;;;;26250;LIVRON-SUR-DROME;sarah.evasion@wanadoo.fr;04 75 61 16 18;04 75 61 16 19;;;;;;;;;;;
75990098;20207806;Carlson Wagonlit Voyages;;Place le Viste;105, rue E. Herriot;;;;69002;LYON;ag.ltlyon.bellecour@carlsonwagonlit.fr;0 826 825 448;0 826 825 548;;;;;;;;;;;
085990001;;Loire Océan Voyages/Ambassade Fram;;Place Louis XI;;;;;85100;SABLES D'OLONNE (LES);loire-ocean.sables@wanadoo.fr;02 51 22 06 22;02 51 95 77 14;;Chef d'agence;Angeletti Véronique;;;;;;;;
28950006;20241244;Dunois Voyages;;Place Louis XII;;;;;41000;BLOIS;n.lecorroller@dunois.fr;02 54 78 92 00;02 54 78 90 50;www.dunois.fr;;;;;;;;;;
02B950052;20223534;Corse Voyages;(Afat);Place Paoli;;;;;20220;ILE ROUSSE;acv.ilr@wanadoo.fr;04 95 60 11 19;04 95 60 06 20;www.corsevoyages.com;;;;;;;;;;
030950002;20205522;Havas Voyages/Carré Voyages;;Place Pierre-Sémard;;;;;30100;ALES;ales@havas-voyages.fr;04 66 30 15 23;04 66 56 71 51;www.carre-voyages.com;Directeur;Laroche Grégory;;;;;;;;
035020003;;Nitos;;place Saint-Michel;;;;;50170;PONTORSON;agence.nitos@wanadoo.fr;02 33 60 08 23;02 33 60 35 14;;Directeur;Lérognon Joel;Chef d'agence;Tencé Patricia;;;;;;
35070002;20203805;Atea Voyages;(Selectour);Place St-Sauveur;;;;;35600;REDON;ateavoyages-redon@selectour.com;02 99 71 35 29;0 820 206 229;;Directeur;Lucas André;;;;;;;;
003960001;20254183;T.P.N. Voyages;(Selectour);Place Victor-Hugo;;;;;03200;VICHY;tpn@selectour.com;04 70 32 14 11;04 70 32 52 66;;;;;;;;;;;
02A010001;;Inter Sud Voyages;;Port de Commerce;;;;;20137;PORTO VECCHIO;intersudvoyages@wanadoo.fr;04 95 70 06 03;04 95 70 33 59;;Chef d'agence;Battesti Don François;;;;;;;;
021010004;;H2Olidays;;Port de Plaisance;;;;;21170;SAINT-JEAN-DE-LOSNE;bienvenue@vacancesfluviales.com;03 80 29 13 81;03 80 29 04 67;www.vacancesfluviales.com;Directeur;Bond Robert;Directeur commercial;Farion Isabelle;;;;;;
033040008;;Les Voyages d'Alexandre;;Port du Plataing;;;;;33360;QUINSAC;voyagesdalex@wanadoo.fr;05 56 20 88 86;05 56 20 88 86;;Directeur;Dubois David;;;;;;;;
083030001;;Parfum d'Aventures;;Port Santa Lucia;;;;;83700;SAINT-RAPHAEL;info@parfumdaventures.com;04 94 95 96 96;04 94 19 95 19;;Gérant;Laugier Isabelle;;;;;;;;
33000003;;Bordeaux Label;;Prairie 'Le Tenain';;;;;33210;LEOGEATS;info@bordeauxlabel.com;05 57 98 22 77;05 57 98 22 78;www.bordeauxlabel.com;Directeur;Gommeaux Pierre;;;;;;;;
041960005;;Voyages Chauvelier Launay;(Tourcom);Pte Vendomoise;;;;;41170;MONDOUBLEAU;chauvelier@simplon.fr;02 54 80 91 89;02 54 80 76 88;www.simplonvoyages.com;;;;;;;;;;
02B950051;20206270;Tramar;(Selectour);Quai Adolphe-Landry;;;;;20260;CALVI;tramar-calvi@selectour.com;04 95 65 00 63;04 95 65 09 75;;Directeur;Pietri Jean-Baptiste;;;;;;;;
030070002;;Group Magellan;;Quai de la Capitainerie;Port Camargue;;;;30240;GRAU DU ROI (LE);contact@group-magellan.com;04 66 35 70 80;04 66 53 47 32;www.group-magellan.com;;;;;;;;;;
02A000002;20241491;Voyages Sorba;;Quai du Commandant-l'Herminier;;;;BP 36 ;20110;PROPRIANO;voyages-SORBA@wanadoo.fr;04 95 76 04 36;04 95 76 00 98;;Directeur;Sorba Simone;;;;;;;;
13970001;20254091;Aliso Voyages;(Selectour);Quai l'Herminier;;;;BP 242 ;20000;AJACCIO;aliso-ajaccio@selectour.com;04 95 29 66 65;04 95 29 66 77;;;;;;;;;;;
030040003;;Hochelaga;;Quartier de l'Eglise;;;;;30160;BESSEGES;hochelaga@wanadoo.fr;04 66 77 51 86;04 66 88 19 64;;;;;;;;;;;
02A970003;;Terra Voyages;(Afat);Quartier du Palais;;;;;20145;SOLENZARA;terra-voyages@wanadoo.fr;04 95 57 90 57;04 95 57 47 45;www.terravoyages.com;Directeur;Susini Paul;;;;;;;;
6950039;20220524;E. Leclerc Voyages;;Quartier Saint Isidore;RN 202;;;;6000;NICE;leclercvoyagesnice@yahoo.fr;04 92 29 54 29;04 92 29 54 20;www.leclercvoyages.com;Chef d'agence;Pasini Vania;;;;;;;;
26000001;20239295;E. Leclerc Voyages;;Quartier Saint-Vérant;;;;;26750;SAINT-PAUL-LES-ROMANS;leclercvoyages.saintpaul@leclerc-socara.fr;04 75 05 50 25;04 75 05 50 26;www.leclercvoyages.com;Chef d'agence;Francheteau Myriam;;;;;;;;
44040002;;Club Voyages;;Rés Guizières;35 rue Léopold Faye;;;;47200;MARMANDE;marmande@clubvoyages.com;05 53 64 50 68;05 53 64 49 68;www.club-voyages.fr;Chef d'agence;Baris Florence;;;;;;;;
02B950057;;Négroni Voyages;(Afat);Rés. Elysées, bd. de la Libération;20600 Lupino;;;;20200;BASTIA;lupino@negroni-voyages.com;04 95 33 36 66;04 95 30 60 64;;;;;;;;;;;
004000001;;LVR;;Rés. Lou Rouchas;;;;;04400;PRA-LOUP;info@lvr-vacances.com;04 92 84 00 00;04 92 84 17 00;www.lvr-vacances.com;Chef d'agence;Ramos Michel;;;;;;;;
34960009;;Equipage/Jet Tours;(Afat);Résid. Lacour;place G.Brassens;21, allée J.Brel;;;34470;PEROLS;equipage.perols@afatvoyages.fr;04 67 22 21 20;04 67 17 98 67;www.equipage-voyages.com;;;;;;;;;;
064070003;;Havas Voyages/Destinations Ailleurs;;Résidence Claridge;13 rue Alfred de Lassence;;;;64000;PAU;destinationsailleurs@orange.fr;05 59 27 65 33;05 59 83 76 08;www.destinations-voyages-pau.com;;;;;;;;;;
066950005;;Illiberis Voyages;(Selectour);Résidence Hacienda;1, rue Ile de France;;;;66140;CANET PLAGE;illiberis-canet@selectour.com;04 68 80 00 91;04 68 80 01 38;;Directeur;Sague Dominique;;;;;;;;
75990098;20243016;Carlson Wagonlit Voyages;;Résidence 'Les Dauphins';Bat A;Avenue Voltaire;;;1210;FERNEY;ag.ltferney.voltaire@carlsonwagonlit.fr;0 826 825 443;0 826 825 543;;;;;;;;;;;
02B950052;20243473;Corse Voyages;(Afat);Résidence Punta Rossa;Avenue Christophe Colomb;;;;20260;CALVI;acv.calvi@wanadoo.fr;04 95 65 00 95;04 95 65 34 26;www.corsevoyages.com;;;;;;;;;;
95960017;20226684;E. Leclerc Voyages;;RN 1;;;;;95570;MOISSELLES;leclercvoyages@tiscali.fr;01 39 35 38 38;01 39 35 25 86;www.leclercvoyages.com;Directeur;Laurence Portier;;;;;;;;
086020001;;Mystères de l'Ouest;;RN 11;Poitiers Sud;Le Bois de la Marche;86240 Ligugé;;86000;POITIERS;clem@mysteresdelouest.com;05 49 36 36 36;05 49 03 03 03;;;;;;;;;;;
091950009;20228961;Voyages Carrefour;;RN 117;;64233 Lescar Cedex;;;64000;PAU;carrefour_voyages_pau_lescar@carrefour.com;05 59 77 61 72;05 59 77 61 71;www.voyagescarrefour.com;;;;;;;;;;
091950009;;Voyages Carrefour;;RN 13;Guichanville;;;;27000;EVREUX;carrefour_voyages_evreux@carrefour.com;02 32 31 85 68;02 32 31 85 69;;Chef d'agence;Lacroix Anne-Sophie;;;;;;;;
60060001;;E. Leclerc Voyages;;RN 181;;;;;60590;TRIE CHATEAU;leclercvoyagestriechateau@tiscali.fr;03 44 47 59 00;03 44 47 59 01;www.leclercvoyages.com;Chef d'agence;Delabaudiere Le Meur Véronique;;;;;;;;
78990006;20241222;E. Leclerc Voyages;;RN 184;Z. des Bouteries;;rue des Belles Hâles;;78700;CONFLANS-STE-HONORINE;leclercvoyages.conflans@scapnor.fr;01 39 72 12 08;01 39 72 12 14;www.leclercvoyages.com;Chef d'agence;Bataille Nadine;;;;;;;;
02B990063;;Thalassa Voyages;(Afat);RN 198;Immeuble l'Aiglon;;;;20240;GHISONACCIA;thalassa.ghisonaccia@afatvoyages.fr;04 95 56 05 35;04 95 56 18 26;;Directeur;Giorgi François;;;;;;;;
94060008;;E. Leclerc Voyages;;RN 51;;;;;51500;CHAMPFLEURY;voyage.sodichamp@scapest.fr;03 26 24 02 31;03 26 24 02 33;www.leclercvoyages.com;;;;;;;;;;
77030003;;Cora Voyages;;RN 57;;;;BP 99 ;57160;MOULINS-LES-METZ;moulins@coravoyages.fr;03 87 69 89 21;03 87 65 09 77;www.coravoyages.fr;;;;;;;;;;
77030003;;Cora Voyages;;RN 57;Houdemont;;;BP 59 ;54182;HEILLECOURT;nancy@coravoyages.fr;03 83 57 47 44;03 83 57 47 45;www.coravoyages.fr;;;;;;;;;;
26990002;20241270;E. Leclerc Voyages;;RN 7;Les Chabanneries;;;BP 320 ;26502;BOURG-LES-VALENCE;leclercvoyagesbourg@wanadoo.fr;04 75 82 26 13;04 75 82 26 18;www.leclercvoyages.com;Directeur;Richaud Marie-Claude;;;;;;;;
77030003;;Cora Voyages;;RN 89;63370 Lempdes;;;;63000;CLERMONT-FERRAND;clermont@coravoyages.fr;04 73 83 72 10/11;04 73 83 72 19;;;;;;;;;;;
005970002;;Meije Tours;;RN 91;;;;;05320;GRAVE (LA);meije.tours@wanadoo.fr;04 76 79 92 46;04 76 79 91 24;www.meijetours.com;Directeur;Creillels Denis;;;;;;;;
59960026;;Cap 5;(Manor);Roissypole le dome;4 rue de la Haye;;;BP 14917 ;93400;VILLEPINTE;cap5roissy@cap5.com;01 48 16 81 21;01 48 16 81 25;www.cap5.com;;;;;;;;;;
972000001;81600201;Arc-en-Ciel Voyages;(Manor);Rond Point;ZAC de Rive;Roche;;;97200;FORT-DE-FRANCE;contact@arcenciel-voyages.com;0 892 70 71 92;05 96 50 53 23;www.arcenciel-voyages.com;Directeur;Afriat Raquel;;;;;;;;
030950010;;Voyages Rocanière;;Route d'Anduze;;;;BP 9 ;30350;LEDIGNAN;voyagesorganises@coopcar.fr;04 66 83 40 91;04 66 83 49 90;www.coopcar.fr;Chef d'agence;Banal Philippe;;;;;;;;
091950009;20228961;Voyages Carrefour;;Route de Barcarès;;;;BP 15 ;66530;CLAIRA;carrefour_voyages_perpignan_claira@carrefour.com;04 68 64 72 22;04 68 28 67 12;;;;;;;;;;;
47020001;20246251;E. Leclerc Voyages;;Route de Bordeaux;RN 113;;;;47200;MARMANDE;marmande@leclercvoyages.com;05 53 20 55 20;05 53 20 55 29;www.leclercvoyages.com;Chef d'agence;Condaminas Joël;;;;;;;;
24960002;20228165;E. Leclerc Voyages;;Route de Bordeaux;;;;BP 150 ;24100;BERGERAC;leclerc.voyages.bergerac@wanadoo.fr;05 53 63 68 71;05 53 63 68 69;www.leclercvoyages.com;Chef d'agence;Porcherot Stephan;;;;;;;;
85950004;;Chaigneau Voyages;(Afat);Route de Bressuire;;;;BP 245 ;85700;POUZAUGES;contact@chaigneauvoyages.fr;02 51 91 83 51;02 51 57 07 93;www.chaigneauvoyages.fr;Directeur;Chaigneau Franck;;;;;;;;
50040001;20252396;E. Leclerc Voyages;;Route de Carentan;;;;BP 429 ;50200;COUTANCES;coutances@leclercvoyages.com;02 33 76 87 87;02 33 76 87 88;www.leclercvoyages.com;Chef d'agence;Lemée Muriel;;;;;;;;
25030001;;E. Leclerc Voyages;;Route de Dijon;Houtaud;;;;25300;PONTARLIER;pontarlier@leclercvoyages.com;03 81 46 20 00;03 81 46 40 34;www.leclercvoyages.com;Chef d'agence;Jeannin Gabrielle;;;;;;;;
39950001;;Arbois Tourisme/Thomas Cook Voyages;;Route de Dôle;;;;BP 53 ;39800;ARBOIS;arbois.arbois@thomascookfr.com;03 84 66 09 35;03 84 37 49 34;www.arboistourisme.com;Chef d'agence;Franceschi Pierre;;;;;;;;
91000004;20247592;E. Leclerc Voyages;;Route de Fleury;Moulin de Viry;;;;91170;VIRY CHATILLON;viry@leclercvoyages.com;01 69 12 51 91;01 69 12 51 89;www.leclercvoyages.com;Chef d'agence;Baverey Eric;;;;;;;;
059990005;;Voyages Auchan;;route de Gémenos;;;;;13400;AUBAGNE;;04 42 84 62 50;;www.voyagesauchan.com;;;;;;;;;;
85070001;;E. Leclerc Voyages;;Route de la Tranche sur Mer;;;;;85000;ROCHE-SUR-YON (LA);larochesuryon@leclercvoyages.com;02 51 47 83 60;02 51 47 83 59;;Chef d'agence;Piveteau Delphine;;;;;;;;
